request_rate,time_gap_ms,failed_logins,packet_size_kb,payload_entropy,label
19.46,102.51,6,0.71,7.17,Attack
1.12,304.02,2,8.38,2.48,Normal
2.67,473.28,2,1.4,2.18,Normal
9.15,77.05,5,0.27,7.24,Attack
8.6,70.12,9,0.54,8.12,Attack
23.27,37.99,6,1.44,7.46,Attack
1.35,640.34,1,3.05,4.14,Normal
3.02,1145.24,2,5.35,4.68,Normal
1.98,629.31,1,8.01,2.88,Normal
16.81,147.56,14,0.34,8.73,Attack
3.73,898.92,0,2.26,2.28,Normal
21.1,101.06,11,0.6,8.24,Attack
0.91,964.97,2,3.87,3.2,Normal
11.34,75.18,13,0.93,7.51,Attack
4.58,1177.88,2,9.92,2.83,Normal
11.38,65.13,11,0.49,7.03,Attack
2.83,212.14,1,9.81,3.3,Normal
10.27,95.05,10,1.11,6.02,Attack
15.2,56.59,6,1.22,6.22,Attack
3.92,883.48,0,8.64,4.87,Normal
14.24,138.95,4,0.78,7.1,Attack
20.73,110.81,15,1.42,8.47,Attack
2.96,698.99,2,3.93,4.07,Normal
4.17,272.02,2,7.56,3.08,Normal
3.69,1090.78,0,8.59,4.69,Normal
2.91,485.39,2,6.92,2.01,Normal
1.53,1108.49,2,2.84,4.26,Normal
2.59,217.17,1,5.53,4.98,Normal
23.73,89.17,9,0.54,7.13,Attack
2.24,363.17,2,4.22,2.82,Normal
21.45,85.47,11,0.76,6.9,Attack
19.9,89.28,6,0.68,6.11,Attack
10.59,59.62,4,1.04,8.5,Attack
9.92,38.07,11,0.46,8.71,Attack
23.63,144.78,15,1.45,7.04,Attack
23.29,140.66,12,1.25,7.99,Attack
9.98,64.05,12,1.11,8.93,Attack
21.57,78.93,11,0.8,6.88,Attack
13.68,117.29,15,0.23,6.2,Attack
15.15,142.81,15,0.79,6.26,Attack
18.95,94.66,5,1.36,8.47,Attack
24.03,91.88,7,0.71,6.27,Attack
14.56,74.03,5,0.38,8.84,Attack
15.56,104.91,5,0.7,6.65,Attack
2.89,1166.3,2,5.95,4.86,Normal
23.37,33.14,4,0.91,7.11,Attack
8.86,83.32,9,0.6,7.92,Attack
1.84,221.2,0,7.49,4.67,Normal
3.03,795.57,0,9.96,4.85,Normal
4.24,1195.53,1,1.83,4.55,Normal
17.9,142.73,8,1.47,7.0,Attack
8.6,132.98,12,1.0,6.25,Attack
4.38,521.12,2,9.28,3.35,Normal
3.54,1025.92,0,9.97,3.94,Normal
11.45,127.28,7,0.26,8.37,Attack
8.98,51.5,6,1.43,6.97,Attack
18.48,84.01,12,0.71,6.13,Attack
0.7,579.68,2,10.0,2.02,Normal
4.17,317.92,0,7.42,3.0,Normal
19.98,48.68,10,0.11,6.81,Attack
0.76,363.04,0,1.63,3.99,Normal
1.85,927.82,2,6.29,2.6,Normal
2.34,391.7,2,4.25,4.72,Normal
3.34,653.91,1,1.1,2.03,Normal
20.96,34.16,9,1.28,6.22,Attack
15.86,45.79,15,0.96,7.44,Attack
18.98,35.02,7,1.43,7.01,Attack
3.84,649.71,0,9.62,4.66,Normal
17.38,69.54,6,0.16,8.09,Attack
21.4,110.61,5,0.52,7.72,Attack
4.86,1112.5,0,4.72,4.4,Normal
11.58,113.6,10,1.21,7.75,Attack
1.03,417.86,0,2.03,3.8,Normal
16.02,93.31,6,0.6,7.54,Attack
2.65,571.88,0,7.43,4.83,Normal
3.89,1148.54,0,3.05,4.79,Normal
3.18,1125.34,2,5.77,2.51,Normal
16.1,75.46,13,1.1,7.9,Attack
15.44,65.28,5,0.37,7.03,Attack
2.7,950.19,1,5.7,3.79,Normal
20.78,50.33,5,0.56,7.61,Attack
14.64,34.88,13,1.23,7.42,Attack
2.0,1124.77,0,2.2,2.35,Normal
2.63,778.58,1,5.73,3.65,Normal
4.98,640.96,1,8.09,4.83,Normal
22.0,131.58,15,1.08,8.56,Attack
13.16,58.54,14,1.22,6.03,Attack
1.29,553.72,2,4.43,3.07,Normal
0.72,1029.98,1,5.3,3.32,Normal
19.62,53.95,11,0.86,8.0,Attack
1.93,321.2,0,3.7,4.16,Normal
13.53,24.96,10,0.32,7.51,Attack
0.8,768.07,2,5.85,2.81,Normal
2.67,483.01,0,9.67,2.31,Normal
11.21,71.74,7,0.75,7.06,Attack
8.37,122.08,15,0.56,6.03,Attack
4.19,974.22,1,7.05,3.75,Normal
1.7,295.03,1,7.23,4.13,Normal
10.8,39.88,9,0.59,6.5,Attack
8.86,38.2,7,1.42,8.56,Attack
2.69,1158.4,0,3.9,2.76,Normal
1.0,680.19,1,2.91,4.37,Normal
1.08,701.92,2,8.41,3.36,Normal
22.66,101.59,11,1.03,8.57,Attack
3.6,725.39,1,2.9,2.71,Normal
24.96,136.45,4,0.89,8.36,Attack
3.49,676.34,1,1.18,2.6,Normal
0.51,1174.45,1,1.51,2.0,Normal
1.82,1019.75,1,9.15,2.63,Normal
16.3,68.01,8,0.71,8.65,Attack
4.36,341.23,1,9.11,3.85,Normal
23.54,126.85,10,0.26,6.78,Attack
3.37,484.43,0,9.47,2.6,Normal
0.74,918.73,1,7.56,4.68,Normal
23.34,74.69,7,0.18,8.47,Attack
1.95,1087.17,1,9.24,3.13,Normal
15.15,119.67,5,1.15,6.81,Attack
20.75,122.88,9,1.07,8.07,Attack
23.52,136.6,4,0.31,6.52,Attack
4.44,1103.18,1,2.27,3.44,Normal
1.3,730.52,2,8.37,4.31,Normal
3.16,580.92,1,7.0,3.15,Normal
3.57,750.47,2,6.11,3.56,Normal
3.55,1036.75,0,5.51,4.47,Normal
1.43,1091.29,2,5.3,2.83,Normal
4.18,1153.88,1,9.1,3.86,Normal
24.42,73.63,13,1.14,7.64,Attack
8.09,76.35,12,0.93,6.72,Attack
3.07,833.54,0,6.37,2.95,Normal
1.23,696.31,0,5.28,2.36,Normal
17.7,114.11,10,1.09,7.43,Attack
9.16,141.02,11,0.85,7.64,Attack
1.32,726.72,0,1.15,2.89,Normal
24.8,49.18,12,0.19,7.01,Attack
15.06,103.49,6,0.17,6.69,Attack
4.29,251.24,1,4.41,2.93,Normal
0.79,411.87,0,4.64,4.65,Normal
2.43,755.12,1,5.43,3.67,Normal
3.56,491.94,2,4.88,2.1,Normal
4.35,743.87,1,2.97,2.64,Normal
4.34,1026.61,1,6.78,2.1,Normal
2.97,622.06,0,1.05,4.23,Normal
17.63,45.98,9,0.31,7.47,Attack
2.42,624.2,1,8.86,2.1,Normal
23.26,75.02,10,0.6,7.24,Attack
1.6,1172.82,1,4.03,4.83,Normal
13.4,55.74,7,0.85,6.34,Attack
19.04,132.14,6,1.14,8.35,Attack
3.95,507.19,2,3.28,4.49,Normal
4.21,1016.74,2,9.13,2.52,Normal
1.76,1080.24,2,4.71,4.83,Normal
16.67,29.14,12,0.54,8.12,Attack
20.03,72.32,4,0.68,8.51,Attack
17.17,68.61,11,1.19,8.78,Attack
20.64,31.49,11,0.38,7.82,Attack
12.83,33.38,12,0.92,7.66,Attack
4.21,928.12,0,4.07,4.98,Normal
10.56,51.19,10,0.56,7.35,Attack
8.91,55.24,7,1.02,6.42,Attack
22.5,23.9,5,0.22,8.7,Attack
4.44,666.46,0,3.75,2.02,Normal
4.09,241.87,2,1.6,4.81,Normal
19.91,129.92,13,1.39,7.83,Attack
2.92,1175.7,1,6.57,4.06,Normal
3.4,843.84,1,2.01,4.35,Normal
14.59,148.45,5,0.88,7.57,Attack
4.87,1179.62,0,5.12,4.43,Normal
24.68,69.95,7,0.55,6.45,Attack
2.22,1021.17,2,1.73,3.06,Normal
1.34,743.18,1,8.58,4.37,Normal
9.07,137.0,13,0.37,7.64,Attack
4.93,347.18,1,1.41,4.02,Normal
3.01,322.69,1,7.84,4.98,Normal
18.29,132.58,15,0.85,6.89,Attack
1.28,927.65,0,8.18,3.7,Normal
14.76,42.65,11,0.82,6.89,Attack
4.69,275.32,0,3.07,4.63,Normal
10.97,97.97,6,0.33,6.02,Attack
17.14,133.37,14,1.44,8.93,Attack
3.82,468.42,2,4.84,2.52,Normal
4.12,905.17,2,6.01,4.35,Normal
9.99,44.5,5,1.07,6.08,Attack
0.71,735.61,0,8.09,4.06,Normal
17.22,118.12,7,0.99,7.98,Attack
5.0,809.13,1,8.24,4.49,Normal
16.71,43.42,15,0.86,7.73,Attack
3.22,210.68,2,4.15,4.02,Normal
24.06,42.32,4,0.82,7.38,Attack
0.78,581.82,0,7.62,4.92,Normal
2.7,821.98,0,2.85,3.96,Normal
19.86,141.97,7,1.26,8.23,Attack
19.15,35.72,12,0.89,6.68,Attack
17.98,136.81,14,1.44,7.04,Attack
19.09,30.32,15,0.93,6.02,Attack
0.78,214.62,1,6.36,4.74,Normal
16.84,68.65,13,0.4,8.39,Attack
16.02,115.34,5,1.31,7.71,Attack
17.5,63.75,5,1.11,7.42,Attack
9.46,77.11,13,0.31,7.72,Attack
12.81,54.2,10,0.16,8.76,Attack
2.75,317.43,1,2.64,2.14,Normal
10.54,26.11,6,0.37,6.07,Attack
10.34,110.57,12,1.4,7.32,Attack
3.88,495.66,2,3.1,4.97,Normal
3.0,417.42,0,8.01,3.89,Normal
0.9,1187.83,1,2.25,4.31,Normal
9.36,66.47,4,0.45,7.69,Attack
2.51,277.2,1,7.27,2.98,Normal
17.12,31.28,11,0.18,6.71,Attack
23.03,86.97,6,0.27,8.77,Attack
8.75,86.68,6,1.36,7.03,Attack
4.28,838.83,1,8.44,3.76,Normal
17.33,49.14,13,0.16,8.64,Attack
12.53,91.24,9,0.71,7.43,Attack
8.71,148.09,11,0.11,6.26,Attack
23.33,125.6,11,0.94,6.67,Attack
1.52,862.48,1,4.14,2.11,Normal
2.18,826.35,2,2.22,3.66,Normal
17.77,97.13,4,1.3,6.07,Attack
4.52,638.18,0,1.27,4.63,Normal
10.34,143.66,13,1.2,6.89,Attack
11.14,39.48,14,0.53,8.54,Attack
9.18,65.3,13,1.11,6.17,Attack
8.43,36.47,11,0.19,7.7,Attack
8.53,120.44,15,0.1,8.89,Attack
22.98,20.95,12,0.28,8.7,Attack
18.92,105.23,7,0.3,6.9,Attack
0.94,1172.92,2,6.22,4.33,Normal
3.8,728.25,2,3.58,3.49,Normal
4.24,598.65,1,9.32,3.42,Normal
12.47,119.02,5,0.85,8.02,Attack
14.54,78.13,14,0.18,7.05,Attack
13.48,88.06,15,1.2,7.48,Attack
3.61,283.47,0,3.25,3.74,Normal
1.94,1124.96,2,5.16,2.25,Normal
13.69,101.06,13,0.88,6.71,Attack
19.76,119.63,12,0.61,8.02,Attack
3.21,863.91,0,6.89,3.55,Normal
4.95,1030.81,2,4.01,2.76,Normal
12.64,84.21,13,0.61,7.21,Attack
3.74,666.97,0,8.3,4.74,Normal
2.9,704.16,0,7.12,2.26,Normal
22.88,132.04,6,0.28,6.63,Attack
12.84,108.87,10,0.56,8.58,Attack
0.7,764.3,2,7.62,3.62,Normal
23.88,60.61,7,1.42,6.14,Attack
1.65,313.91,1,4.82,4.95,Normal
4.82,590.78,0,1.34,4.35,Normal
3.37,341.85,1,7.79,4.92,Normal
19.17,68.4,13,0.42,6.26,Attack
9.4,81.85,9,0.43,8.78,Attack
8.89,84.18,15,0.77,7.64,Attack
10.01,133.63,13,0.1,6.15,Attack
14.61,48.59,12,0.82,8.25,Attack
3.35,1159.22,1,9.93,3.63,Normal
21.56,94.9,8,1.11,6.48,Attack
13.02,142.39,12,0.6,6.53,Attack
15.58,96.05,10,1.46,6.16,Attack
1.43,1000.65,1,1.77,4.33,Normal
2.12,508.69,0,2.44,3.96,Normal
24.6,76.1,15,0.68,8.14,Attack
3.31,597.96,2,2.91,3.45,Normal
4.83,1011.77,1,7.84,2.18,Normal
22.91,132.55,12,1.31,6.84,Attack
21.29,80.93,15,1.08,7.25,Attack
9.28,96.41,10,1.47,8.6,Attack
13.1,149.91,5,0.71,6.78,Attack
18.83,100.81,11,0.44,8.82,Attack
4.13,1119.89,1,3.9,4.74,Normal
24.62,93.58,11,0.34,8.97,Attack
24.87,92.15,4,1.48,7.22,Attack
3.54,739.38,1,9.35,2.6,Normal
8.76,62.43,11,0.93,7.88,Attack
18.76,56.6,5,1.28,7.46,Attack
0.5,456.62,2,9.56,4.78,Normal
20.33,47.38,8,1.14,7.75,Attack
15.56,114.38,12,0.75,6.61,Attack
22.01,34.05,8,0.36,7.07,Attack
3.53,855.52,0,4.82,4.83,Normal
2.41,1111.49,0,1.91,2.07,Normal
0.83,1130.67,1,5.74,2.37,Normal
0.89,370.23,2,8.56,3.19,Normal
1.0,221.66,2,8.25,2.19,Normal
3.15,751.59,2,7.68,2.64,Normal
3.08,1090.5,2,7.59,2.56,Normal
2.3,348.23,1,8.07,4.93,Normal
19.0,111.48,4,0.61,6.67,Attack
22.93,52.13,4,1.38,8.81,Attack
1.58,1133.1,2,5.15,3.47,Normal
17.44,79.19,4,0.51,7.79,Attack
4.34,632.81,1,2.14,3.55,Normal
20.67,101.51,8,0.18,6.1,Attack
0.95,297.04,1,8.11,3.71,Normal
19.6,103.11,10,0.19,6.69,Attack
4.75,902.26,2,9.04,2.98,Normal
18.88,26.65,7,0.9,8.53,Attack
3.01,768.73,2,5.07,2.04,Normal
13.39,124.57,4,0.78,8.93,Attack
0.85,341.97,1,5.17,4.15,Normal
14.06,93.44,5,1.44,7.19,Attack
10.82,88.4,9,0.59,6.2,Attack
12.08,32.0,15,0.83,8.32,Attack
0.75,973.23,0,2.11,3.92,Normal
12.32,58.17,6,0.41,7.64,Attack
18.54,139.35,14,0.13,8.33,Attack
22.85,69.84,13,0.99,8.64,Attack
15.9,41.67,10,0.51,6.44,Attack
24.1,82.81,9,1.25,7.82,Attack
0.91,997.02,2,6.11,2.33,Normal
10.0,53.61,9,0.76,7.2,Attack
14.1,107.61,12,1.33,7.61,Attack
14.52,32.44,8,1.36,7.3,Attack
21.65,30.92,5,1.3,8.26,Attack
17.53,125.59,12,0.81,6.03,Attack
4.28,847.73,0,9.49,3.16,Normal
9.13,64.85,8,1.18,8.3,Attack
4.83,1096.42,0,2.82,2.32,Normal
0.89,202.12,0,9.67,4.61,Normal
3.02,691.89,2,7.54,4.61,Normal
12.04,36.54,10,1.18,7.81,Attack
16.04,99.83,13,0.19,8.18,Attack
23.56,68.54,6,0.76,7.86,Attack
16.55,98.58,13,0.81,6.52,Attack
0.95,654.84,1,5.35,3.4,Normal
17.03,133.9,13,0.7,7.13,Attack
1.83,958.86,2,9.46,4.12,Normal
11.17,23.8,10,1.46,7.96,Attack
2.45,389.06,1,6.54,4.23,Normal
21.77,67.4,9,0.8,7.02,Attack
1.88,1141.18,0,5.1,4.1,Normal
1.45,415.55,0,8.86,3.2,Normal
4.64,954.34,2,2.98,2.92,Normal
2.11,849.19,0,8.64,4.21,Normal
2.14,876.68,2,9.09,4.96,Normal
18.17,64.02,11,0.8,8.21,Attack
2.16,376.65,0,4.39,3.32,Normal
4.51,515.53,1,8.05,4.97,Normal
21.72,74.51,15,1.16,7.63,Attack
14.98,73.01,10,0.33,8.79,Attack
1.07,836.5,1,8.47,4.68,Normal
17.36,129.59,9,0.84,8.63,Attack
2.67,1118.94,1,1.43,3.61,Normal
11.25,84.26,6,0.46,8.79,Attack
3.37,263.3,1,8.63,4.66,Normal
12.42,137.26,13,0.25,6.65,Attack
3.25,912.75,0,7.6,2.42,Normal
16.32,106.57,15,0.38,8.67,Attack
2.43,627.61,0,9.52,2.57,Normal
15.69,86.09,4,0.25,7.78,Attack
8.71,54.0,8,1.23,7.43,Attack
3.72,854.39,2,7.07,3.54,Normal
1.2,431.78,2,7.64,3.49,Normal
8.09,30.49,9,1.46,7.39,Attack
14.27,147.47,12,0.72,6.03,Attack
1.15,390.15,2,5.67,4.75,Normal
2.3,585.16,2,6.33,2.2,Normal
3.65,629.45,2,7.64,3.55,Normal
8.38,58.92,11,0.77,8.84,Attack
24.16,56.45,4,1.24,6.88,Attack
3.48,316.33,1,1.07,2.65,Normal
4.58,565.14,2,2.84,3.2,Normal
21.94,59.47,6,0.7,6.68,Attack
0.53,498.02,1,5.48,3.8,Normal
0.74,364.11,0,7.72,4.9,Normal
1.69,469.04,2,7.43,2.55,Normal
3.08,606.83,1,7.84,2.35,Normal
18.19,76.92,10,0.87,8.3,Attack
3.54,485.28,2,4.37,4.37,Normal
3.33,1107.73,2,9.65,3.36,Normal
16.43,26.65,4,0.55,7.63,Attack
20.1,65.76,7,0.31,8.17,Attack
0.9,249.4,1,3.24,3.46,Normal
3.35,906.71,2,6.48,4.12,Normal
12.76,141.21,11,0.95,6.71,Attack
0.6,331.92,1,2.99,4.32,Normal
17.75,70.04,5,1.1,8.78,Attack
2.92,1146.49,1,1.72,3.63,Normal
15.94,115.49,9,1.28,8.94,Attack
17.06,66.09,4,0.2,8.67,Attack
1.45,561.98,0,5.02,3.39,Normal
2.32,321.08,1,2.74,2.59,Normal
16.64,84.74,7,1.33,8.34,Attack
3.79,586.85,0,8.83,4.05,Normal
11.03,67.5,8,0.92,8.82,Attack
1.01,705.3,2,7.77,3.22,Normal
19.91,64.92,8,1.48,6.15,Attack
8.59,68.86,9,0.15,8.11,Attack
3.64,986.45,2,3.46,2.3,Normal
4.02,728.79,1,2.37,4.18,Normal
11.38,97.64,7,0.55,7.35,Attack
14.29,25.83,4,1.44,8.07,Attack
2.9,1012.87,0,9.58,2.69,Normal
3.89,736.33,1,3.71,2.64,Normal
21.2,28.37,12,0.28,6.4,Attack
12.35,93.77,8,1.4,7.1,Attack
0.83,835.41,2,9.96,3.77,Normal
3.92,1061.69,2,9.2,3.48,Normal
2.71,1031.75,0,8.05,3.65,Normal
2.14,622.45,0,4.11,4.0,Normal
21.77,35.92,13,0.73,6.16,Attack
1.98,608.23,2,5.38,4.6,Normal
4.72,348.51,0,3.47,2.14,Normal
17.41,110.35,5,0.94,8.81,Attack
22.8,97.32,5,0.66,7.96,Attack
14.23,56.74,8,0.87,6.44,Attack
1.49,389.02,1,4.89,3.92,Normal
17.19,55.43,4,1.38,7.41,Attack
1.63,830.46,2,5.14,4.49,Normal
8.3,94.38,9,0.53,6.16,Attack
1.22,959.07,1,6.71,4.06,Normal
8.87,149.91,12,1.48,8.52,Attack
15.0,132.0,6,1.39,6.23,Attack
23.25,76.19,8,1.46,8.52,Attack
3.25,674.22,0,6.71,2.68,Normal
16.63,26.71,12,1.03,6.11,Attack
2.66,572.94,2,6.95,2.56,Normal
4.65,1117.18,0,2.21,2.76,Normal
9.15,31.65,6,0.9,6.4,Attack
17.94,105.52,7,0.42,7.25,Attack
17.09,93.44,9,1.06,6.71,Attack
14.8,149.08,4,0.41,8.14,Attack
2.55,455.18,1,1.41,3.08,Normal
15.44,94.47,15,1.37,7.65,Attack
8.38,127.1,12,0.63,8.65,Attack
18.53,124.01,7,1.4,8.04,Attack
13.83,87.51,4,0.33,8.13,Attack
3.92,1024.99,2,6.52,4.45,Normal
4.87,897.68,0,1.15,4.98,Normal
19.36,126.3,11,0.31,6.61,Attack
2.54,582.03,2,4.17,3.29,Normal
1.98,407.34,0,8.59,2.89,Normal
2.33,941.32,1,2.04,2.63,Normal
20.17,113.54,15,0.59,7.33,Attack
15.88,141.24,11,0.74,8.02,Attack
8.2,111.2,10,1.43,8.38,Attack
12.74,36.91,14,0.44,8.18,Attack
20.83,41.0,11,1.1,6.85,Attack
3.87,720.68,0,4.62,2.67,Normal
11.58,102.99,13,0.71,8.63,Attack
4.43,655.84,0,4.59,2.19,Normal
17.26,90.74,10,0.27,8.25,Attack
3.34,372.98,1,8.84,4.91,Normal
21.74,54.5,11,0.54,7.39,Attack
1.97,620.96,2,8.07,2.29,Normal
3.72,964.96,0,2.38,4.27,Normal
19.71,149.63,9,0.21,6.7,Attack
2.49,569.33,2,8.8,3.2,Normal
21.23,124.05,14,1.08,6.88,Attack
2.05,672.16,0,2.94,2.05,Normal
0.79,342.74,0,3.71,3.43,Normal
1.6,341.23,1,2.62,3.04,Normal
15.12,104.48,5,1.2,8.39,Attack
15.53,127.94,7,0.16,6.32,Attack
9.76,62.46,15,0.61,6.13,Attack
23.41,43.72,6,0.6,8.23,Attack
19.51,120.26,4,1.21,6.99,Attack
1.42,1145.87,0,9.45,3.7,Normal
20.2,147.74,14,1.07,8.64,Attack
13.98,33.41,10,1.43,8.41,Attack
2.5,889.28,1,7.15,2.2,Normal
4.92,972.53,1,2.68,3.76,Normal
8.94,103.3,14,0.75,6.67,Attack
4.62,946.85,2,8.07,4.3,Normal
2.5,283.42,1,6.65,3.34,Normal
10.97,64.77,7,0.66,8.93,Attack
24.71,42.14,11,0.1,6.34,Attack
1.7,912.17,1,6.35,4.17,Normal
4.75,307.03,2,5.76,4.2,Normal
1.48,510.34,2,2.97,4.52,Normal
2.81,667.1,1,10.0,4.07,Normal
2.37,566.9,2,2.77,3.15,Normal
21.07,29.18,7,0.91,6.93,Attack
4.56,787.2,2,3.71,2.81,Normal
19.79,58.42,12,0.83,7.51,Attack
18.19,47.66,5,0.95,8.14,Attack
15.46,123.96,6,0.95,6.13,Attack
8.3,75.8,6,0.99,8.23,Attack
1.9,583.51,0,4.23,4.48,Normal
11.99,80.44,13,0.66,8.71,Attack
24.59,85.64,8,0.65,8.63,Attack
2.82,203.59,0,4.67,2.62,Normal
2.04,524.12,0,9.79,4.62,Normal
0.76,946.43,2,8.86,4.0,Normal
10.19,97.67,15,0.49,6.65,Attack
15.88,45.78,6,0.29,6.71,Attack
3.96,1017.87,0,6.37,2.41,Normal
2.92,386.07,0,3.1,4.32,Normal
12.27,92.44,13,0.46,8.85,Attack
11.31,88.12,9,0.2,7.18,Attack
3.02,839.5,1,1.48,3.59,Normal
3.96,240.04,2,5.95,4.76,Normal
1.41,316.55,0,9.94,2.34,Normal
1.95,633.32,1,4.04,4.92,Normal
4.44,458.8,1,6.43,4.78,Normal
4.49,515.0,0,6.73,3.9,Normal
19.0,51.34,4,0.97,8.28,Attack
1.76,856.13,1,1.52,2.08,Normal
11.5,55.03,5,1.33,6.49,Attack
13.08,32.29,8,0.33,8.75,Attack
19.59,135.31,11,1.12,7.12,Attack
24.06,22.96,6,1.13,7.34,Attack
19.1,48.87,11,0.39,6.15,Attack
11.29,42.28,7,0.46,8.27,Attack
2.92,707.83,1,1.6,4.98,Normal
0.52,981.45,1,9.52,3.49,Normal
22.14,63.64,15,1.02,6.03,Attack
3.55,751.72,1,3.98,3.11,Normal
2.59,1027.89,1,9.21,4.59,Normal
4.95,527.93,2,3.7,4.2,Normal
2.91,1097.02,0,9.96,4.14,Normal
10.5,139.59,9,1.13,8.14,Attack
1.26,1013.68,2,2.55,4.33,Normal
2.16,370.76,1,6.7,3.75,Normal
8.52,89.53,15,0.84,6.21,Attack
24.19,54.32,4,0.12,6.3,Attack
2.94,926.48,2,6.46,2.0,Normal
3.43,1084.63,2,1.51,3.45,Normal
14.04,62.13,14,1.1,8.75,Attack
18.56,127.84,7,0.65,6.18,Attack
3.64,1088.18,1,6.78,4.78,Normal
1.2,572.0,2,4.84,3.1,Normal
1.28,362.82,0,4.79,3.39,Normal
24.6,123.87,11,1.22,8.42,Attack
22.75,29.53,8,0.84,8.38,Attack
22.27,80.04,15,1.09,6.7,Attack
2.1,866.09,1,3.73,2.76,Normal
20.9,29.17,12,0.71,6.56,Attack
2.74,714.64,1,4.61,2.88,Normal
14.77,139.62,4,0.52,6.85,Attack
24.29,124.91,5,1.3,6.76,Attack
1.21,783.9,1,8.32,4.23,Normal
15.21,97.0,13,1.28,7.19,Attack
3.53,1035.21,0,4.28,4.26,Normal
0.8,457.98,0,1.18,4.79,Normal
3.88,320.91,0,8.24,4.53,Normal
1.73,929.38,2,1.21,2.94,Normal
3.46,560.52,1,3.53,4.6,Normal
3.91,436.88,1,9.28,3.75,Normal
2.6,560.48,2,1.39,2.83,Normal
2.65,646.4,0,9.59,2.52,Normal
1.12,429.45,0,3.62,2.32,Normal
18.35,123.45,10,0.15,8.32,Attack
1.82,290.71,2,6.39,3.57,Normal
3.39,1184.28,0,1.12,3.39,Normal
3.1,630.19,1,8.58,2.43,Normal
1.55,272.27,1,5.83,2.23,Normal
2.85,583.91,2,5.42,3.7,Normal
3.84,334.44,2,8.62,3.84,Normal
1.48,1118.15,1,2.49,3.01,Normal
14.62,53.61,10,0.87,6.24,Attack
2.15,866.6,0,4.34,2.65,Normal
19.75,58.12,15,0.56,8.27,Attack
3.99,238.3,1,8.95,3.9,Normal
4.7,236.69,2,7.09,3.43,Normal
23.98,51.72,4,0.73,7.46,Attack
18.85,104.24,12,0.15,6.68,Attack
14.24,88.98,8,0.72,7.42,Attack
2.39,1146.48,2,8.1,3.76,Normal
3.34,554.45,1,8.93,2.02,Normal
1.17,776.8,1,1.78,3.59,Normal
2.4,1081.62,2,5.05,2.02,Normal
3.26,909.0,2,5.89,2.27,Normal
0.57,1118.11,0,8.35,3.07,Normal
4.1,470.42,2,4.43,4.7,Normal
21.01,90.76,14,1.46,7.45,Attack
19.78,26.53,5,1.32,7.94,Attack
11.54,140.35,15,0.29,8.14,Attack
0.89,337.47,1,6.43,3.31,Normal
4.53,445.1,0,8.8,3.39,Normal
2.6,636.11,2,7.22,3.99,Normal
4.54,856.35,2,4.2,2.39,Normal
8.35,117.42,14,0.71,6.87,Attack
1.97,925.84,2,3.08,4.42,Normal
9.7,111.14,4,1.22,7.41,Attack
20.69,97.74,9,0.79,7.81,Attack
8.78,101.79,4,1.47,6.39,Attack
1.26,1190.22,1,9.06,2.49,Normal
4.37,1036.15,0,1.96,2.7,Normal
3.63,664.34,0,5.48,2.42,Normal
1.15,720.13,2,8.97,2.79,Normal
10.56,127.49,6,0.67,7.87,Attack
0.68,372.1,2,5.92,2.53,Normal
4.58,567.78,0,4.34,4.32,Normal
3.06,1080.48,2,5.97,2.64,Normal
4.79,1050.01,0,1.17,2.33,Normal
4.61,542.77,1,2.96,3.25,Normal
24.94,114.89,14,1.33,8.96,Attack
16.78,54.46,12,0.48,6.15,Attack
8.41,146.66,12,0.59,6.71,Attack
1.77,641.35,2,4.12,3.57,Normal
3.36,724.39,0,4.33,2.13,Normal
24.59,108.17,9,0.64,7.43,Attack
3.09,1057.59,2,3.66,3.7,Normal
1.43,797.27,0,3.85,4.73,Normal
0.78,1190.24,1,1.48,4.16,Normal
3.47,462.16,1,4.67,4.38,Normal
0.61,432.17,0,2.65,4.23,Normal
16.88,30.05,10,0.58,8.54,Attack
16.66,142.07,13,0.94,8.96,Attack
11.96,71.78,15,0.3,7.12,Attack
2.14,910.36,1,4.86,4.73,Normal
4.17,436.73,2,4.62,4.0,Normal
3.74,503.79,2,8.06,3.63,Normal
1.13,1086.8,0,7.18,2.2,Normal
2.87,978.5,0,4.55,2.24,Normal
3.7,1119.21,0,4.84,4.14,Normal
19.59,58.56,15,1.23,9.0,Attack
12.92,131.15,13,0.69,6.65,Attack
18.81,68.78,9,1.44,8.62,Attack
14.11,126.77,14,0.39,7.83,Attack
21.88,127.48,10,0.77,8.22,Attack
16.57,82.03,14,0.44,7.73,Attack
2.93,369.28,0,5.85,3.03,Normal
20.87,109.07,9,0.55,8.3,Attack
19.9,117.13,12,1.42,8.03,Attack
22.44,107.52,8,0.79,6.55,Attack
18.68,59.54,11,0.8,8.24,Attack
4.18,854.43,0,8.23,2.95,Normal
2.27,1133.46,1,9.39,4.28,Normal
3.7,266.48,2,4.71,3.48,Normal
17.74,115.28,14,0.75,7.44,Attack
4.82,356.01,2,1.04,2.57,Normal
12.42,122.67,5,0.82,8.81,Attack
1.84,1058.56,1,5.73,4.19,Normal
4.44,563.43,0,1.98,2.48,Normal
0.8,481.38,2,5.61,2.2,Normal
19.52,31.3,8,1.09,6.3,Attack
13.27,55.89,11,0.59,8.11,Attack
2.72,877.11,1,1.62,2.75,Normal
22.67,103.87,12,0.23,8.79,Attack
24.44,140.63,12,1.1,6.68,Attack
